customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,segment,region
C004397,9,114,12181.0,4,4,4,444,Champion,DHAKA
C004398,10,109,12171.25,4,3,4,434,Loyal,CHITTAGONG
C004399,75,93,9626.5,1,1,1,111,Potential,DHAKA
C004400,20,101,10245.0,3,2,1,321,Hibernating,DHAKA
C004401,6,103,11707.5,5,2,3,523,Hibernating,CHITTAGONG
C004402,17,122,12802.25,3,5,5,355,Loyal,CHITTAGONG
C004403,8,105,11396.25,4,2,3,423,Hibernating,RANGPUR
C004404,83,99,9658.75,1,1,1,111,Potential,BARISAL
C004405,23,107,9907.5,3,3,1,331,Loyal,DHAKA
C004406,72,116,12691.0,1,4,5,145,Potential,RAJSHAHI
C004407,6,130,14707.25,5,5,5,555,Champion,BARISAL
C004408,14,99,11537.0,3,1,3,313,Hibernating,KHULNA
C004409,12,117,11096.25,4,4,3,443,Loyal,RAJSHAHI
C004410,1,118,12252.25,5,4,4,544,Champion,CHITTAGONG
C004411,22,112,12220.0,3,4,4,344,Loyal,RANGPUR
C004412,44,101,9491.5,1,2,1,121,Potential,KHULNA
C004413,18,111,10959.5,3,3,2,332,Loyal,SYLHET
C004414,57,96,9413.0,1,1,1,111,Potential,RAJSHAHI
C004415,17,123,13055.5,3,5,5,355,Loyal,RANGPUR
C004416,16,102,12675.25,3,2,5,325,Hibernating,KHULNA
C004417,14,100,10316.5,3,1,2,312,Hibernating,DHAKA
C004418,14,132,13545.0,3,5,5,355,Loyal,DHAKA
C004419,50,107,10690.75,1,3,2,132,Potential,RAJSHAHI
C004420,22,100,12331.75,3,1,4,314,Hibernating,BARISAL
C004421,3,110,11962.5,5,3,4,534,Loyal,RAJSHAHI
C004422,44,109,11605.75,1,3,3,133,Potential,DHAKA
C004423,16,110,12522.75,3,3,4,334,Loyal,DHAKA
C004424,27,102,10767.75,2,2,2,222,Hibernating,DHAKA
C004425,50,107,10546.25,1,3,2,132,Potential,KHULNA
C004426,5,111,13435.0,5,3,5,535,Loyal,KHULNA
C004427,60,120,13717.5,1,5,5,155,Potential,DHAKA
C004428,10,129,12627.0,4,5,5,455,Champion,BARISAL
C004429,34,99,10581.75,2,1,2,212,Hibernating,DHAKA
C004430,64,107,12125.25,1,3,4,134,Potential,DHAKA
C004431,2,124,12375.75,5,5,4,554,Champion,KHULNA
C004432,85,124,12882.0,1,5,5,155,Potential,BARISAL
C004433,56,126,12923.25,1,5,5,155,Potential,RANGPUR
C004434,10,114,12666.5,4,4,5,445,Champion,DHAKA
C004435,27,112,12616.0,2,4,5,245,Hibernating,CHITTAGONG
C004436,24,100,10452.5,2,1,2,212,Hibernating,DHAKA
C004437,2,118,13087.25,5,4,5,545,Champion,DHAKA
C004438,67,101,11299.25,1,2,3,123,Potential,CHITTAGONG
C004439,25,110,11416.25,2,3,3,233,Hibernating,KHULNA
C004440,2,110,10676.0,5,3,2,532,Loyal,RAJSHAHI
C004441,42,118,13584.75,1,4,5,145,Potential,RANGPUR
C004442,4,97,8278.0,5,1,1,511,Hibernating,DHAKA
C004443,38,106,12501.5,2,2,4,224,Hibernating,RAJSHAHI
C004444,27,115,12079.25,2,4,4,244,Hibernating,BARISAL
C004445,89,101,11785.75,1,2,3,123,Potential,DHAKA
C004446,4,127,13227.25,5,5,5,555,Champion,RANGPUR
C004447,2,104,10184.25,5,2,1,521,Hibernating,RAJSHAHI
C004448,54,90,10232.5,1,1,1,111,Potential,RAJSHAHI
C004449,27,135,15183.75,2,5,5,255,Hibernating,DHAKA
C004450,46,111,12454.25,1,3,4,134,Potential,DHAKA
C004451,17,106,11517.75,3,2,3,323,Hibernating,RANGPUR
C004452,31,101,10734.0,2,2,2,222,Hibernating,KHULNA
C004453,22,112,11878.0,3,4,4,344,Loyal,CHITTAGONG
C004454,10,123,14077.5,4,5,5,455,Champion,DHAKA
C004455,29,101,9750.0,2,2,1,221,Hibernating,RANGPUR
C004456,7,88,10819.75,4,1,2,412,Hibernating,SYLHET
C004457,26,92,9719.5,2,1,1,211,Hibernating,CHITTAGONG
C004458,21,116,12233.25,3,4,4,344,Loyal,BARISAL
C004459,19,110,10964.25,3,3,2,332,Loyal,KHULNA
C004460,89,93,9098.25,1,1,1,111,Potential,DHAKA
C004461,37,110,12935.5,2,3,5,235,Hibernating,DHAKA
C004462,88,110,12537.5,1,3,4,134,Potential,CHITTAGONG
C004463,83,109,11964.0,1,3,4,134,Potential,DHAKA
C004464,22,93,9502.25,3,1,1,311,Hibernating,KHULNA
C004465,6,110,11104.75,5,3,3,533,Loyal,KHULNA
C004466,28,118,13441.75,2,4,5,245,Hibernating,DHAKA
C004467,24,98,11713.25,2,1,3,213,Hibernating,SYLHET
C004468,30,92,9472.0,2,1,1,211,Hibernating,CHITTAGONG
C004469,16,92,8830.0,3,1,1,311,Hibernating,KHULNA
C004470,17,120,11909.75,3,5,4,354,Loyal,DHAKA
C004471,14,100,10698.5,3,1,2,312,Hibernating,CHITTAGONG
C004472,48,102,11390.75,1,2,3,123,Potential,RANGPUR
C004473,24,102,11674.5,2,2,3,223,Hibernating,RANGPUR
C004474,11,112,12834.25,4,4,5,445,Champion,CHITTAGONG
C004475,4,109,11408.75,5,3,3,533,Loyal,BARISAL
C004476,14,115,12721.0,3,4,5,345,Loyal,BARISAL
C004477,2,107,12025.25,5,3,4,534,Loyal,KHULNA
C004478,34,109,11563.5,2,3,3,233,Hibernating,KHULNA
C004479,21,124,14163.5,3,5,5,355,Loyal,RAJSHAHI
C004480,12,116,14677.5,4,4,5,445,Champion,KHULNA
C004481,7,109,11338.0,4,3,3,433,Loyal,KHULNA
C004482,26,110,12156.25,2,3,4,234,Hibernating,CHITTAGONG
C004483,36,109,11687.5,2,3,3,233,Hibernating,DHAKA
C004484,5,118,11320.0,5,4,3,543,Loyal,DHAKA
C004485,7,126,14391.75,4,5,5,455,Champion,DHAKA
C004486,5,111,11002.75,5,3,2,532,Loyal,CHITTAGONG
C004487,7,110,11423.75,4,3,3,433,Loyal,BARISAL
C004488,19,104,11904.75,3,2,4,324,Hibernating,BARISAL
C004489,19,116,12085.0,3,4,4,344,Loyal,DHAKA
C004490,24,113,11885.75,2,4,4,244,Hibernating,CHITTAGONG
C004491,18,83,7939.75,3,1,1,311,Hibernating,RAJSHAHI
C004492,50,137,14964.75,1,5,5,155,Potential,DHAKA
C004493,10,121,11940.0,4,5,4,454,Champion,DHAKA
C004494,32,108,12128.25,2,3,4,234,Hibernating,DHAKA
C004495,29,105,11254.5,2,2,3,223,Hibernating,RAJSHAHI
C004496,74,115,12555.25,1,4,4,144,Potential,RAJSHAHI
C004497,14,137,14907.5,3,5,5,355,Loyal,DHAKA
C004498,30,105,12110.75,2,2,4,224,Hibernating,RANGPUR
C004499,115,102,10744.25,1,2,2,122,Potential,CHITTAGONG
C004500,183,107,11173.25,1,3,3,133,Potential,CHITTAGONG
C004501,64,94,9698.75,1,1,1,111,Potential,CHITTAGONG
C004502,10,109,12706.0,4,3,5,435,Loyal,DHAKA
C004503,3,123,13793.75,5,5,5,555,Champion,RAJSHAHI
C004504,19,103,10117.0,3,2,1,321,Hibernating,RANGPUR
C004505,46,117,12945.5,1,4,5,145,Potential,KHULNA
C004506,31,117,13084.5,2,4,5,245,Hibernating,DHAKA
C004507,22,117,13765.75,3,4,5,345,Loyal,DHAKA
C004508,3,101,9419.75,5,2,1,521,Hibernating,CHITTAGONG
C004509,14,106,11601.5,3,2,3,323,Hibernating,DHAKA
C004510,14,106,12748.5,3,2,5,325,Hibernating,RANGPUR
C004511,13,117,11461.0,4,4,3,443,Loyal,CHITTAGONG
C004512,13,120,11909.5,4,5,4,454,Champion,DHAKA
C004513,29,120,12004.75,2,5,4,254,Hibernating,DHAKA
C004514,25,118,13295.5,2,4,5,245,Hibernating,DHAKA
C004515,4,114,11696.5,5,4,3,543,Loyal,DHAKA
C004516,57,101,9603.25,1,2,1,121,Potential,DHAKA
C004517,14,119,11925.0,3,5,4,354,Loyal,DHAKA
C004518,2,105,13538.25,5,2,5,525,Hibernating,DHAKA
C004519,2,109,10997.5,5,3,2,532,Loyal,KHULNA
C004520,1,99,10210.5,5,1,1,511,Hibernating,RANGPUR
C004521,3,108,11856.0,5,3,4,534,Loyal,KHULNA
C004522,1,114,11988.0,5,4,4,544,Champion,DHAKA
C004523,26,106,10811.75,2,2,2,222,Hibernating,CHITTAGONG
C004524,26,84,8737.75,2,1,1,211,Hibernating,DHAKA
C004525,59,113,11459.5,1,4,3,143,Potential,CHITTAGONG
C004526,17,115,12512.5,3,4,4,344,Loyal,CHITTAGONG
C004527,19,116,11270.0,3,4,3,343,Loyal,CHITTAGONG
C004528,51,108,11974.75,1,3,4,134,Potential,DHAKA
C004529,20,115,12025.25,3,4,4,344,Loyal,DHAKA
C004530,28,105,11850.75,2,2,4,224,Hibernating,CHITTAGONG
C004531,6,99,9924.5,5,1,1,511,Hibernating,KHULNA
C004532,23,95,10124.25,3,1,1,311,Hibernating,RAJSHAHI
C004533,117,101,10123.5,1,2,1,121,Potential,DHAKA
C004534,35,107,12943.5,2,3,5,235,Hibernating,DHAKA
C004535,3,107,12175.75,5,3,4,534,Loyal,KHULNA
C004536,38,102,12815.75,2,2,5,225,Hibernating,DHAKA
C004537,39,101,10967.5,1,2,2,122,Potential,DHAKA
C004538,84,107,14004.25,1,3,5,135,Potential,DHAKA
C004539,4,120,13194.5,5,5,5,555,Champion,BARISAL
C004540,26,108,11676.0,2,3,3,233,Hibernating,KHULNA
C004541,4,109,11498.25,5,3,3,533,Loyal,RAJSHAHI
C004542,21,117,12996.75,3,4,5,345,Loyal,DHAKA
C004543,3,106,10867.25,5,2,2,522,Hibernating,RANGPUR
C004544,16,110,12309.5,3,3,4,334,Loyal,BARISAL
C004545,32,119,12610.25,2,5,5,255,Hibernating,CHITTAGONG
C004546,37,113,12862.25,2,4,5,245,Hibernating,DHAKA
C004547,25,107,11173.5,2,3,3,233,Hibernating,DHAKA
C004548,8,103,12347.5,4,2,4,424,Hibernating,RANGPUR
C004549,91,100,10602.25,1,1,2,112,Potential,DHAKA
C004550,14,102,10663.75,3,2,2,322,Hibernating,SYLHET
C004551,24,102,11057.75,2,2,2,222,Hibernating,CHITTAGONG
C004552,5,122,12377.5,5,5,4,554,Champion,RAJSHAHI
C004553,5,100,9586.0,5,1,1,511,Hibernating,CHITTAGONG
C004554,34,118,12321.0,2,4,4,244,Hibernating,CHITTAGONG
C004555,29,110,11008.25,2,3,2,232,Hibernating,CHITTAGONG
C004556,1,117,10691.25,5,4,2,542,Loyal,RANGPUR
C004557,9,105,11014.5,4,2,2,422,Hibernating,CHITTAGONG
C004558,57,90,8259.0,1,1,1,111,Potential,CHITTAGONG
C004559,22,93,10573.75,3,1,2,312,Hibernating,DHAKA
C004560,4,123,12335.0,5,5,4,554,Champion,DHAKA
C004561,7,86,9042.5,4,1,1,411,Hibernating,BARISAL
C004562,5,109,11850.75,5,3,4,534,Loyal,CHITTAGONG
C004563,38,112,10352.5,2,4,2,242,Hibernating,DHAKA
C004564,4,102,11072.25,5,2,3,523,Hibernating,CHITTAGONG
C004565,14,106,13241.0,3,2,5,325,Hibernating,RANGPUR
C004566,16,116,13083.75,3,4,5,345,Loyal,RANGPUR
C004567,32,125,13066.75,2,5,5,255,Hibernating,DHAKA
C004568,49,93,9751.75,1,1,1,111,Potential,CHITTAGONG
C004569,25,125,12593.5,2,5,4,254,Hibernating,DHAKA
C004570,2,127,12134.5,5,5,4,554,Champion,DHAKA
C004571,18,110,10745.75,3,3,2,332,Loyal,DHAKA
C004572,22,115,11286.0,3,4,3,343,Loyal,BARISAL
C004573,4,120,12913.0,5,5,5,555,Champion,SYLHET
C004574,116,87,8853.5,1,1,1,111,Potential,CHITTAGONG
C004575,2,86,9082.25,5,1,1,511,Hibernating,BARISAL
C004576,23,110,11988.5,3,3,4,334,Loyal,RAJSHAHI
C004577,2,124,13669.25,5,5,5,555,Champion,CHITTAGONG
C004578,26,109,12333.25,2,3,4,234,Hibernating,RAJSHAHI
C004579,65,120,12676.0,1,5,5,155,Potential,DHAKA
C004580,14,114,11892.5,3,4,4,344,Loyal,RANGPUR
C004581,6,105,10639.75,5,2,2,522,Hibernating,SYLHET
C004582,3,107,10984.75,5,3,2,532,Loyal,DHAKA
C004583,18,116,13055.5,3,4,5,345,Loyal,DHAKA
C004584,33,105,11501.75,2,2,3,223,Hibernating,KHULNA
C004585,21,123,13494.5,3,5,5,355,Loyal,RAJSHAHI
C004586,17,118,12339.5,3,4,4,344,Loyal,DHAKA
C004587,45,102,10671.5,1,2,2,122,Potential,RANGPUR
C004588,12,101,10404.25,4,2,2,422,Hibernating,KHULNA
C004589,30,119,12387.75,2,5,4,254,Hibernating,DHAKA
C004590,11,112,10703.0,4,4,2,442,Loyal,RAJSHAHI
C004591,2,107,10525.25,5,3,2,532,Loyal,DHAKA
C004592,9,103,11535.0,4,2,3,423,Hibernating,DHAKA
C004593,22,114,13330.75,3,4,5,345,Loyal,CHITTAGONG
C004594,3,100,11609.5,5,1,3,513,Hibernating,BARISAL
C004595,5,135,14079.75,5,5,5,555,Champion,DHAKA
C004596,4,112,12276.25,5,4,4,544,Champion,DHAKA
C004597,15,130,14330.25,3,5,5,355,Loyal,DHAKA
C004598,48,101,10151.25,1,2,1,121,Potential,RANGPUR
C004599,74,133,14706.75,1,5,5,155,Potential,DHAKA
C004600,12,120,11205.25,4,5,3,453,Loyal,BARISAL
C004601,11,112,11020.5,4,4,2,442,Loyal,RAJSHAHI
C004602,21,111,11617.5,3,3,3,333,Loyal,RAJSHAHI
C004603,24,110,11578.0,2,3,3,233,Hibernating,SYLHET
C004604,92,100,10746.25,1,1,2,112,Potential,KHULNA
C004605,117,107,10786.0,1,3,2,132,Potential,CHITTAGONG
C004606,50,122,13697.75,1,5,5,155,Potential,DHAKA
C004607,2,130,12401.75,5,5,4,554,Champion,DHAKA
C004608,14,114,12511.5,3,4,4,344,Loyal,BARISAL
C004609,22,112,11426.75,3,4,3,343,Loyal,RAJSHAHI
C004610,38,100,11408.5,2,1,3,213,Hibernating,SYLHET
C004611,4,122,12048.0,5,5,4,554,Champion,RANGPUR
C004612,24,119,11199.5,2,5,3,253,Hibernating,CHITTAGONG
C004613,4,116,13445.5,5,4,5,545,Champion,RAJSHAHI
C004614,98,100,10050.5,1,1,1,111,Potential,CHITTAGONG
C004615,22,97,10437.5,3,1,2,312,Hibernating,DHAKA
C004616,13,123,12312.5,4,5,4,454,Champion,DHAKA
C004617,5,105,10837.25,5,2,2,522,Hibernating,DHAKA
C004618,24,109,10179.5,2,3,1,231,Hibernating,BARISAL
C004619,1,124,12685.25,5,5,5,555,Champion,CHITTAGONG
C004620,24,121,11399.75,2,5,3,253,Hibernating,DHAKA
C004621,14,101,11570.75,3,2,3,323,Hibernating,CHITTAGONG
C004622,8,107,11946.25,4,3,4,434,Loyal,BARISAL
C004623,70,113,10837.0,1,4,2,142,Potential,RANGPUR
C004624,20,116,11844.25,3,4,4,344,Loyal,DHAKA
C004625,4,113,11772.75,5,4,3,543,Loyal,DHAKA
C004626,23,104,11177.0,3,2,3,323,Hibernating,CHITTAGONG
C004627,59,96,9719.25,1,1,1,111,Potential,RANGPUR
C004628,1,120,11794.0,5,5,3,553,Loyal,DHAKA
C004629,19,122,11853.5,3,5,4,354,Loyal,RAJSHAHI
C004630,8,115,12484.5,4,4,4,444,Champion,DHAKA
C004631,6,93,11139.75,5,1,3,513,Hibernating,KHULNA
C004632,25,111,10775.75,2,3,2,232,Hibernating,CHITTAGONG
C004633,67,97,10296.0,1,1,1,111,Potential,CHITTAGONG
C004634,22,117,11775.5,3,4,3,343,Loyal,RAJSHAHI
C004635,1,92,8571.25,5,1,1,511,Hibernating,SYLHET
C004636,4,120,12444.5,5,5,4,554,Champion,RANGPUR
C004637,38,109,10662.5,2,3,2,232,Hibernating,KHULNA
C004638,57,110,10607.0,1,3,2,132,Potential,RANGPUR
C004639,73,114,12455.0,1,4,4,144,Potential,DHAKA
C004640,9,123,12954.0,4,5,5,455,Champion,DHAKA
C004641,34,108,10929.0,2,3,2,232,Hibernating,CHITTAGONG
C004642,14,119,12317.25,3,5,4,354,Loyal,BARISAL
C004643,46,109,11309.5,1,3,3,133,Potential,DHAKA
C004644,5,101,10837.75,5,2,2,522,Hibernating,SYLHET
C004645,6,128,13452.25,5,5,5,555,Champion,DHAKA
C004646,63,111,12529.5,1,3,4,134,Potential,DHAKA
C004647,12,109,11933.25,4,3,4,434,Loyal,DHAKA
C004648,10,132,14245.75,4,5,5,455,Champion,SYLHET
C004649,31,104,11079.0,2,2,3,223,Hibernating,RAJSHAHI
C004650,33,95,9590.5,2,1,1,211,Hibernating,CHITTAGONG
C004651,33,106,12203.75,2,2,4,224,Hibernating,RANGPUR
C004652,28,102,10602.5,2,2,2,222,Hibernating,RANGPUR
C004653,4,85,8633.75,5,1,1,511,Hibernating,CHITTAGONG
C004654,3,116,13049.5,5,4,5,545,Champion,DHAKA
C004655,2,101,11491.5,5,2,3,523,Hibernating,CHITTAGONG
C004656,4,132,14426.75,5,5,5,555,Champion,BARISAL
C004657,3,115,10859.0,5,4,2,542,Loyal,RAJSHAHI
C004658,20,119,13251.25,3,5,5,355,Loyal,DHAKA
C004659,32,121,12736.25,2,5,5,255,Hibernating,RANGPUR
C004660,31,95,9291.0,2,1,1,211,Hibernating,BARISAL
C004661,39,114,12655.0,1,4,5,145,Potential,DHAKA
C004662,53,106,11183.0,1,2,3,123,Potential,KHULNA
C004663,3,124,13038.25,5,5,5,555,Champion,KHULNA
C004664,28,122,12589.0,2,5,4,254,Hibernating,DHAKA
C004665,11,112,12641.75,4,4,5,445,Champion,DHAKA
C004666,3,114,11940.75,5,4,4,544,Champion,CHITTAGONG
C004667,48,102,10673.0,1,2,2,122,Potential,RAJSHAHI
C004668,23,89,9244.0,3,1,1,311,Hibernating,DHAKA
C004669,48,110,11219.75,1,3,3,133,Potential,DHAKA
C004670,53,115,12929.5,1,4,5,145,Potential,DHAKA
C004671,65,114,12593.25,1,4,4,144,Potential,RAJSHAHI
C004672,34,107,10487.5,2,3,2,232,Hibernating,DHAKA
C004673,34,117,12528.25,2,4,4,244,Hibernating,DHAKA
C004674,44,104,10751.75,1,2,2,122,Potential,CHITTAGONG
C004675,5,101,10377.5,5,2,2,522,Hibernating,BARISAL
C004676,2,117,13336.5,5,4,5,545,Champion,KHULNA
C004677,20,115,14194.0,3,4,5,345,Loyal,DHAKA
C004678,32,121,13149.25,2,5,5,255,Hibernating,DHAKA
C004679,24,115,11646.75,2,4,3,243,Hibernating,KHULNA
C004680,19,114,13035.5,3,4,5,345,Loyal,RAJSHAHI
C004681,28,119,14627.25,2,5,5,255,Hibernating,KHULNA
C004682,3,102,10144.5,5,2,1,521,Hibernating,DHAKA
C004683,42,113,12083.75,1,4,4,144,Potential,KHULNA
C004684,7,113,12454.25,4,4,4,444,Champion,SYLHET
C004685,32,123,12263.75,2,5,4,254,Hibernating,RANGPUR
C004686,5,98,12191.0,5,1,4,514,Hibernating,CHITTAGONG
C004687,2,96,9250.75,5,1,1,511,Hibernating,SYLHET
C004688,11,109,10973.0,4,3,2,432,Loyal,SYLHET
C004689,4,125,13811.0,5,5,5,555,Champion,KHULNA
C004690,63,108,10526.25,1,3,2,132,Potential,CHITTAGONG
C004691,14,118,13178.5,3,4,5,345,Loyal,CHITTAGONG
C004692,7,90,9647.25,4,1,1,411,Hibernating,BARISAL
C004693,23,103,11802.75,3,2,4,324,Hibernating,BARISAL
C004694,1,107,12769.25,5,3,5,535,Loyal,DHAKA
C004695,4,118,13797.75,5,4,5,545,Champion,RAJSHAHI
C004696,5,121,13514.5,5,5,5,555,Champion,DHAKA
C004697,38,123,14038.75,2,5,5,255,Hibernating,DHAKA
C004698,16,105,10349.0,3,2,2,322,Hibernating,DHAKA
C004699,16,123,13597.75,3,5,5,355,Loyal,SYLHET
C004700,40,102,10951.75,1,2,2,122,Potential,SYLHET
C004701,9,104,10523.75,4,2,2,422,Hibernating,DHAKA
C004702,51,116,12393.0,1,4,4,144,Potential,RANGPUR
C004703,115,106,10159.5,1,2,1,121,Potential,DHAKA
C004704,14,118,12405.0,3,4,4,344,Loyal,RAJSHAHI
C004705,11,122,13585.75,4,5,5,455,Champion,DHAKA
C004706,12,99,11424.0,4,1,3,413,Hibernating,CHITTAGONG
C004707,38,110,10937.0,2,3,2,232,Hibernating,CHITTAGONG
C004708,13,95,9897.0,4,1,1,411,Hibernating,SYLHET
C004709,92,119,13424.25,1,5,5,155,Potential,BARISAL
C004710,18,95,10264.0,3,1,1,311,Hibernating,DHAKA
C004711,42,96,10547.25,1,1,2,112,Potential,RAJSHAHI
C004712,48,115,12532.75,1,4,4,144,Potential,CHITTAGONG
C004713,31,107,10892.75,2,3,2,232,Hibernating,KHULNA
C004714,7,114,11572.25,4,4,3,443,Loyal,RAJSHAHI
C004715,23,102,10783.0,3,2,2,322,Hibernating,RAJSHAHI
C004716,49,102,10047.25,1,2,1,121,Potential,RAJSHAHI
C004717,1,133,15058.75,5,5,5,555,Champion,CHITTAGONG
C004718,28,128,13387.75,2,5,5,255,Hibernating,CHITTAGONG
C004719,3,97,9206.5,5,1,1,511,Hibernating,CHITTAGONG
C004720,72,130,13026.0,1,5,5,155,Potential,DHAKA
C004721,65,100,10089.25,1,1,1,111,Potential,CHITTAGONG
C004722,42,123,11769.0,1,5,3,153,Potential,RANGPUR
C004723,30,107,10929.5,2,3,2,232,Hibernating,DHAKA
C004724,18,117,11477.0,3,4,3,343,Loyal,CHITTAGONG
C004725,15,107,11011.0,3,3,2,332,Loyal,DHAKA
C004726,2,95,10187.75,5,1,1,511,Hibernating,BARISAL
C004727,16,107,11060.5,3,3,2,332,Loyal,DHAKA
C004728,12,114,11268.25,4,4,3,443,Loyal,BARISAL
C004729,8,110,13266.75,4,3,5,435,Loyal,DHAKA
C004730,7,96,10212.75,4,1,1,411,Hibernating,DHAKA
C004731,4,108,10639.0,5,3,2,532,Loyal,DHAKA
C004732,2,100,10213.5,5,1,1,511,Hibernating,DHAKA
C004733,37,101,10608.75,2,2,2,222,Hibernating,CHITTAGONG
C004734,28,111,12069.0,2,3,4,234,Hibernating,DHAKA
C004735,12,106,11410.5,4,2,3,423,Hibernating,DHAKA
C004736,9,103,9961.0,4,2,1,421,Hibernating,RAJSHAHI
C004737,30,115,11450.75,2,4,3,243,Hibernating,DHAKA
C004738,43,110,12360.25,1,3,4,134,Potential,RAJSHAHI
C004739,32,108,12927.25,2,3,5,235,Hibernating,RANGPUR
C004740,90,101,10832.75,1,2,2,122,Potential,KHULNA
C004741,62,108,10496.5,1,3,2,132,Potential,RANGPUR
C004742,20,114,11555.25,3,4,3,343,Loyal,DHAKA
C004743,3,95,10056.25,5,1,1,511,Hibernating,DHAKA
C004744,54,106,11236.75,1,2,3,123,Potential,CHITTAGONG
C004745,47,112,13650.0,1,4,5,145,Potential,CHITTAGONG
C004746,46,105,10489.25,1,2,2,122,Potential,DHAKA
C004747,57,96,9699.0,1,1,1,111,Potential,DHAKA
C004748,42,110,12697.0,1,3,5,135,Potential,DHAKA
C004749,38,112,12622.75,2,4,5,245,Hibernating,DHAKA
C004750,19,123,13782.0,3,5,5,355,Loyal,DHAKA
C004751,3,131,12912.5,5,5,5,555,Champion,RAJSHAHI
C004752,24,87,8943.0,2,1,1,211,Hibernating,DHAKA
C004753,4,109,12418.0,5,3,4,534,Loyal,RAJSHAHI
C004754,7,125,13718.5,4,5,5,455,Champion,KHULNA
C004755,4,118,11356.75,5,4,3,543,Loyal,CHITTAGONG
C004756,2,110,12132.0,5,3,4,534,Loyal,DHAKA
C004757,4,119,11254.5,5,5,3,553,Loyal,KHULNA
C004758,29,93,9922.0,2,1,1,211,Hibernating,SYLHET
C004759,11,112,11525.75,4,4,3,443,Loyal,KHULNA
C004760,16,120,13501.5,3,5,5,355,Loyal,DHAKA
C004761,7,122,12890.25,4,5,5,455,Champion,BARISAL
C004762,10,101,10796.0,4,2,2,422,Hibernating,CHITTAGONG
C004763,63,105,11646.75,1,2,3,123,Potential,RAJSHAHI
C004764,4,116,12049.25,5,4,4,544,Champion,CHITTAGONG
C004765,35,107,10799.75,2,3,2,232,Hibernating,SYLHET
C004766,2,112,13841.5,5,4,5,545,Champion,BARISAL
C004767,7,108,11899.25,4,3,4,434,Loyal,DHAKA
C004768,58,94,9511.5,1,1,1,111,Potential,DHAKA
C004769,18,122,12716.75,3,5,5,355,Loyal,KHULNA
C004770,6,109,11751.75,5,3,3,533,Loyal,KHULNA
C004771,23,131,15336.0,3,5,5,355,Loyal,BARISAL
C004772,19,112,12234.25,3,4,4,344,Loyal,CHITTAGONG
C004773,15,111,11326.5,3,3,3,333,Loyal,DHAKA
C004774,10,109,12703.25,4,3,5,435,Loyal,CHITTAGONG
C004775,7,123,13381.0,4,5,5,455,Champion,CHITTAGONG
C004776,58,98,10445.25,1,1,2,112,Potential,DHAKA
C004777,16,88,10163.5,3,1,1,311,Hibernating,SYLHET
C004778,5,111,10926.0,5,3,2,532,Loyal,DHAKA
C004779,1,109,13679.75,5,3,5,535,Loyal,DHAKA
C004780,8,102,11397.5,4,2,3,423,Hibernating,DHAKA
C004781,13,112,11827.75,4,4,4,444,Champion,RANGPUR
C004782,7,103,10568.75,4,2,2,422,Hibernating,DHAKA
C004783,12,103,12874.5,4,2,5,425,Hibernating,RAJSHAHI
C004784,49,114,13064.25,1,4,5,145,Potential,DHAKA
C004785,10,99,10759.0,4,1,2,412,Hibernating,KHULNA
C004786,64,110,11327.5,1,3,3,133,Potential,CHITTAGONG
C004787,21,118,13386.0,3,4,5,345,Loyal,BARISAL
C004788,25,117,12160.0,2,4,4,244,Hibernating,DHAKA
C004789,13,109,10801.75,4,3,2,432,Loyal,DHAKA
C004790,1,111,12017.25,5,3,4,534,Loyal,KHULNA
C004791,56,100,10997.75,1,1,2,112,Potential,RANGPUR
C004792,59,100,10212.75,1,1,1,111,Potential,DHAKA
C004793,2,97,9041.0,5,1,1,511,Hibernating,KHULNA
C004794,43,87,8719.5,1,1,1,111,Potential,DHAKA
C004795,35,124,13129.25,2,5,5,255,Hibernating,CHITTAGONG
C004796,45,110,11146.5,1,3,3,133,Potential,BARISAL
C004797,44,116,12736.5,1,4,5,145,Potential,CHITTAGONG
C004798,14,100,9223.75,3,1,1,311,Hibernating,KHULNA
C004799,29,94,10447.75,2,1,2,212,Hibernating,RANGPUR
C004800,15,117,15358.5,3,4,5,345,Loyal,BARISAL
C004801,5,101,10924.0,5,2,2,522,Hibernating,DHAKA
C004802,25,112,10840.0,2,4,2,242,Hibernating,DHAKA
C004803,14,96,8825.75,3,1,1,311,Hibernating,KHULNA
C004804,3,108,10684.0,5,3,2,532,Loyal,CHITTAGONG
C004805,26,124,12883.25,2,5,5,255,Hibernating,RAJSHAHI
C004806,30,110,11484.25,2,3,3,233,Hibernating,CHITTAGONG
C004807,15,91,10880.5,3,1,2,312,Hibernating,DHAKA
C004808,9,114,11969.25,4,4,4,444,Champion,DHAKA
C004809,22,111,11420.5,3,3,3,333,Loyal,KHULNA
C004810,15,109,11339.0,3,3,3,333,Loyal,DHAKA
C004811,5,118,12080.5,5,4,4,544,Champion,CHITTAGONG
C004812,37,104,10827.0,2,2,2,222,Hibernating,KHULNA
C004813,2,101,10853.75,5,2,2,522,Hibernating,RAJSHAHI
C004814,24,125,14169.75,2,5,5,255,Hibernating,DHAKA
C004815,8,99,11969.75,4,1,4,414,Hibernating,CHITTAGONG
C004816,24,99,10585.5,2,1,2,212,Hibernating,DHAKA
C004817,49,107,12543.25,1,3,4,134,Potential,DHAKA
C004818,171,108,11507.25,1,3,3,133,Potential,DHAKA
